Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	814147000000	153809200000	33989800000	154432456003	3125811	0	2663337	3959037	0	4629540	0	49385624	0	363875199	193371226	5326674	1252125668	285750085725	22894934	3802826	0	363122063631	153664647208	526475131	1145058	36627332	0	0	0	42501406028	175451540	174661904850	953558374	162366933784	668501985580	900389819208	69864944953	0	0	0	0	0	0	731967394739	mean	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	14936200000	4243200000	890800000	3874134028	0	0	0	0	0	0	0	0	0	12503244	0	6251622	48269100	7100002130	3813600	0	0	5281071968	3839659260	0	1144822	0	0	0	944691454	1438296977	3813600	4958889088	0	1251101559	16274861718	22930764639	1953634687	0	0	0	0	0	0	18047298383	mean	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2329000000	1135600000	707200000	1037297704	0	0	0	0	0	0	0	0	0	0	0	0	0	6730002019	3813600	0	7627200	312715200	1192890584	213561292	381385	1525458	0	0	149115670	297460800	11440800	3165279700	800853900	302807780	2166121676	6864462000	0	0	0	0	0	0	0	1960187573	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	2012800000	1941400000	527000000	1530899491	0	0	0	578007	0	0	0	24289	48578	9197246	3642861	29784505	19663355	4310001293	83911889	76299764	19068000	370071334	1478798828	244064755	6105002	17551243	0	0	353389911	4303306449	26738490	4349827923	1716929271	331942004	3876646305	15417734508	0	0	0	0	0	0	0	1899488627	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	544000000	312800000	0	289833182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236443200	259324040	15254378	762770	0	0	0	128903060	430936800	11440800	228815400	0	228059260	526276041	2059338600	0	0	0	0	0	0	0	877126735	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop at line 390 in do_lookup_x]	414800000	224400000	125800000	221188481	0	0	0	0	0	0	0	57808	0	0	0	0	0	1270000381	26695200	11440800	7627200	114408000	194493030	30508756	0	45001011	0	0	22119460	106780800	0	381359000	0	159031290	373732261	1220348800	0	0	0	0	0	0	0	526276041	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	411400000	57800000	54400000	129662213	0	0	0	0	0	0	0	0	0	0	0	0	0	430000129	0	0	0	167798400	25932404	0	0	6101832	0	0	23644940	7627200	0	0	0	149878410	381359450	419494900	0	0	0	0	0	0	0	343223505	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x4df0 in func@0x4db0]	408000000	207400000	0	205934103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110594400	194493030	15254378	0	0	0	0	38137000	83899200	0	114407700	0	96486610	350850694	610174400	0	0	0	0	0	0	0	450004151	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop@0x4d3e0 in func@0x4d370]	343400000	159800000	98600000	190679725	0	0	0	0	0	0	0	0	0	0	0	0	0	980000294	0	0	0	91526400	168560626	22881567	0	0	0	0	70934820	76272000	0	457630800	38135900	140344160	472885718	1029669300	0	0	0	0	0	0	0	472885718	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
[Loop@0x3b600 in func@0x39a20]	309400000	78200000	40800000	22881567	0	0	0	0	0	0	0	0	0	0	0	0	0	420000126	0	0	0	53390400	64831010	0	0	0	0	0	22500830	7627200	0	152543600	0	76274000	343223505	495766700	0	0	0	0	0	0	0	312714749	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
