Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	120870000000	22351600000	13637400000	22181492279	0	0	0	0	0	0	0	2652364	0	43350051	2550003	0	132600156	56850017055	11461386	7607606	0	52251092616	22464945765	136936719	0	2272314	0	0	0	6602968874	49466098	23053320222	152151736	18106753924	97357831316	131005976436	10544193998	0	0	0	0	0	0	105808237359	gaussian	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	5664400000	1601400000	768400000	1739831679	0	0	0	0	0	0	0	102014	0	0	0	2550003	0	3350001005	0	0	0	2496760760	1383536407	0	0	0	0	0	364819000	593493222	0	1633465531	0	320238400	7111269330	8331806829	68634947	0	0	0	0	0	0	7119043513	gaussian	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2271200000	1108400000	707200000	1107932385	0	0	0	0	0	0	0	0	0	0	0	0	0	6750002025	0	0	0	294175574	1156068437	229227390	382071	1528202	0	0	153586512	282714188	15281848	2903543596	840499462	289980504	1978996467	6723995696	0	0	0	0	0	0	0	1963714641	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	1132200000	785400000	431800000	731928408	0	0	0	0	0	0	0	180027	360054	9000027	0	5550012	9000027	2900000870	60794212	94978462	41725220	285635064	699622318	99065329	764142	6870246	382125	0	153443236	1091052868	3787144	1832484312	955113025	228764912	1427184856	4309781045	0	0	0	0	0	0	0	1135564097	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	867000000	397800000	0	351481998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278893726	441644122	22922739	382071	0	0	0	183768936	351482504	19102310	343840689	0	312903864	718245822	2406884823	0	0	0	0	0	0	0	1207264254	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop@0x4df0 in func@0x4db0]	533800000	227800000	0	206304651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141357094	259790660	30563652	0	0	0	0	59218680	122254784	0	38204521	0	139450440	603632127	1337158235	0	0	0	0	0	0	0	664759431	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop at line 390 in do_lookup_x]	452200000	193800000	139400000	175740999	0	0	0	0	0	0	0	51007	0	0	0	0	0	1270000381	15281848	3820462	3820462	103152474	207832528	30563652	0	34384545	0	0	21777192	84050164	0	382045210	76409042	160845576	397327476	1222544672	0	0	0	0	0	0	0	657118518	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	401200000	68000000	37400000	137536434	0	0	0	0	0	0	0	0	0	0	0	0	0	410000123	0	0	0	141357094	64947665	0	0	4584606	0	0	24833640	19102310	0	38204521	0	143653056	397327476	382045210	0	0	0	0	0	0	0	351481998	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x3b600 in func@0x39a20]	340000000	115600000	61200000	91690956	0	0	0	0	0	0	0	0	0	0	0	0	0	480000144	3820462	0	0	68768316	38968599	0	0	0	0	0	25979808	7640924	0	267431647	0	69916248	267431955	725885899	0	0	0	0	0	0	0	305636520	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop@0x4d3e0 in func@0x4d370]	319600000	139400000	112200000	114613695	0	0	0	0	0	0	0	0	0	0	0	0	0	960000288	0	0	0	106972936	103916264	15281826	0	0	0	0	76029144	64947854	0	343840689	0	126460536	435532041	916908504	0	0	0	0	0	0	0	489018432	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
