Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	26373800000	4508400000	3216400000	4589184855	0	0	0	0	0	0	0	3180477	0	6000018	0	0	0	25790007737	3248635	10558051	0	10797734679	4619299214	7012500	0	0	0	0	0	1504551286	3775553	3633686456	0	3195123916	17858479026	23010238283	1510931690	0	0	0	0	0	0	19427270927	gaussian	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	2604400000	690200000	326400000	596591400	0	0	0	0	0	0	0	660099	0	0	0	0	0	3670001101	0	0	0	708357867	572990975	13564976	0	0	0	0	156278624	60734789	0	518497689	32486262	102865641	2518322753	3259732988	387319564	0	0	0	0	0	0	3088368060	gaussian	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2315400000	1098200000	737800000	1011846864	0	0	0	0	0	0	0	0	0	0	0	0	0	6760002028	3775553	0	0	290717581	1078294896	211430688	0	1510238	0	0	156689475	256737604	15102212	3209211975	868375005	296010960	2114306880	6191891340	0	0	0	0	0	0	0	1880222904	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	952000000	629000000	380800000	637009544	0	0	0	600009	0	0	0	60009	0	0	0	0	3000009	3080000924	60781203	49240998	41091292	235590172	634160646	152250000	1080341	3020476	0	0	95378631	676501734	0	981641310	1057152180	177284822	1049603594	4232915460	0	0	0	0	0	0	0	875314778	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	890800000	350200000	251600000	332248224	0	0	0	0	0	0	0	0	0	0	0	0	0	1380000414	0	0	0	377555300	295247412	22653288	755160	0	0	0	240886470	324697558	7551106	566331525	0	347737365	807967272	2114304360	0	0	0	0	0	0	0	1389401664	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop@0x4df0 in func@0x4db0]	710600000	238000000	180200000	264288360	0	0	0	0	0	0	0	0	0	0	0	0	0	750000225	0	0	0	162348779	243900036	15102192	0	755119	0	0	77778390	154797673	7551106	75510870	0	158954865	573883296	1547972835	0	0	0	0	0	0	0	898580424	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop at line 390 in do_lookup_x]	428400000	207400000	129200000	226532880	0	0	0	0	0	0	0	0	0	0	0	0	0	1320000396	26428871	3775553	7551106	105715484	256736880	15102192	0	41531545	0	0	22276335	90613272	0	453065220	37755435	159709995	400208088	1208173920	0	0	0	0	0	0	0	566332200	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	397800000	78200000	51000000	52857672	0	0	0	0	0	0	0	0	0	0	0	0	0	400000120	0	0	0	124593249	51347376	0	0	5285833	0	0	23409030	22653318	3775553	0	0	143852265	377554800	339798915	0	0	0	0	0	0	0	332248224	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x4d3e0 in func@0x4d370]	346800000	153000000	95200000	166124112	0	0	0	0	0	0	0	0	0	0	0	0	0	890000267	0	0	0	105715484	166878972	15102192	0	0	0	0	70227090	101939931	0	490820655	0	138566355	475719048	792864135	0	0	0	0	0	0	0	490821240	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	333200000	54400000	40800000	55326641	0	0	0	0	0	0	0	180027	0	0	0	0	0	390000117	0	0	0	175493308	45544647	0	0	0	0	0	20298840	6757847	0	35338540	0	24742098	191625624	345028151	41693548	0	0	0	0	0	0	278486637	gaussian	[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c30
