Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	813514600000	154672800000	51489600000	155026480141	17502869	0	8363373	23220739	0	23132388	0	235782047	0	1637868633	830148066	16976263	5192476351	209300062790	30535414	15265875	7623578	360694558294	152652064427	547774870	1901456	63144579	0	0	1149555	42608133559	186522086	173967436139	1294420935	176653062943	661511272480	894560155866	69419570578	0	0	0	0	0	0	726670986411	mean	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	15476800000	4015400000	1502800000	4035749386	0	0	0	546589	0	0	0	123720	0	48966280	0	7492922	339396747	5000001500	0	0	0	5083833677	4099436711	0	379703	0	0	0	933450131	1388563074	0	4984310093	0	1355131809	16806370522	22291994974	1750225237	0	0	0	0	0	0	17981005926	mean	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2308600000	1132200000	727600000	1044428679	0	0	0	0	0	0	0	0	0	25818786	0	0	0	6620001986	0	3811789	3811789	285884175	894243174	198212742	0	0	0	0	147138954	232519129	11435367	2896952268	762355860	292371963	2058363090	6518142603	0	0	0	0	0	0	0	2004998121	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	2135200000	2029800000	863600000	1598041185	0	0	0	1165107	0	1772258	0	176371	57383	41321114	0	51415900	28914446	4140001242	117887999	79942905	41920129	418738647	1606176043	274160072	6090831	14461252	0	0	318396478	4341753746	15222840	5024266283	1980231773	345137406	4415296983	15761802797	0	0	0	0	0	0	0	1934457266	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	520200000	316200000	0	304942680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243954496	324001150	38117835	0	0	0	0	121980480	407861423	11435367	114353379	0	190213311	518402556	1600947306	0	0	0	0	0	0	0	1013934411	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop at line 390 in do_lookup_x]	435200000	187000000	139400000	251577711	0	0	0	0	0	0	0	0	0	0	0	0	0	1250000375	30494312	19058945	0	141036193	259200920	7623567	0	41930185	0	0	21727773	83859358	0	266824551	38117793	119693346	251577711	952944825	0	0	0	0	0	0	0	625132494	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	380800000	64600000	64600000	106729938	0	0	0	0	0	0	0	0	0	0	0	0	0	370000111	0	0	0	129600826	155520552	0	0	5336569	0	0	24014907	3811789	0	0	0	140658741	327813381	571766895	0	0	0	0	0	0	0	350684082	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x4df0 in func@0x4db0]	377400000	170000000	0	236330577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106730092	168480598	15247134	0	0	0	0	35069388	72423991	7623578	114353379	0	84623958	198212742	724238067	0	0	0	0	0	0	0	548896824	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop@0x3b600 in func@0x39a20]	336600000	105400000	44200000	76235670	0	0	0	0	0	0	0	0	0	0	0	0	0	540000162	0	0	0	80047569	64800230	0	0	0	0	0	24396096	7623578	0	190588965	0	72425910	320189814	495531309	0	0	0	0	0	0	0	350684082	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop@0x4d3e0 in func@0x4d370]	323000000	136000000	78200000	129600639	0	0	0	0	0	0	0	0	0	0	0	0	0	950000285	0	0	0	125789037	220320782	30494268	0	0	0	0	70901154	53365046	0	457413516	0	126554748	442166886	1067298204	0	0	0	0	0	0	0	526026123	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
