Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	26475800000	4726000000	1594600000	4644315456	0	0	0	0	0	0	0	0	0	0	0	0	0	10620003186	0	0	7739258	11163175797	4592340625	38568254	0	0	0	0	0	1878753693	15606492	4106914732	115448681	3881349288	21713064190	27891631705	1872897532	0	0	0	0	0	0	22293824278	gaussian	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	2539800000	649400000	170000000	797782218	0	0	0	0	0	0	0	0	0	0	0	0	0	1670000501	0	0	0	789916220	697087489	7867222	0	0	0	0	176840262	58492351	0	573404143	0	148965408	2992144754	3877297124	410052062	0	0	0	0	0	0	3457523322	gaussian	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2308600000	1149200000	707200000	1050355260	0	0	0	0	0	0	0	0	0	0	0	0	0	5400001620	3805641	0	0	270200511	1138644408	220726830	380589	3044548	0	0	147282138	266394870	7611282	3082561029	723069871	297989442	2123544330	6697910384	0	0	0	0	0	0	0	2085487980	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	904400000	625600000	401200000	654825172	0	0	0	0	0	0	0	0	0	0	0	0	0	740000222	64823873	68629514	45667692	239755383	700018962	152737304	1141767	761137	0	190361	139236192	828895521	0	1882675697	1420880973	231524370	1136194136	3797008933	0	0	0	0	0	0	0	799951206	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	867000000	367200000	241400000	327284610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376758459	426991653	30445080	380589	0	0	0	202084794	296839998	3805641	608900944	0	339852582	844850970	2131153304	0	0	0	0	0	0	0	1438530030	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop@0x4df0 in func@0x4db0]	737800000	248200000	163200000	281616990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159836922	181147974	22833810	0	0	0	0	68503320	87529743	11416923	38056309	0	144237546	601290330	1750590214	0	0	0	0	0	0	0	966631290	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop at line 390 in do_lookup_x]	431800000	214200000	129200000	220726830	0	0	0	0	0	0	0	0	0	0	0	0	0	1260000378	15222564	7611282	3805641	102752307	258782820	22833810	0	43384809	0	0	23976162	91335384	0	418619399	0	160982802	365340960	1179745579	0	0	0	0	0	0	0	540400170	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	374000000	64600000	34000000	60890160	0	0	0	0	0	0	0	0	0	0	0	0	0	330000099	0	0	0	125586153	64695705	0	0	3805685	0	0	22073292	22833846	0	38056309	0	137006640	319673340	380563090	0	0	0	0	0	0	0	395786040	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x4d3e0 in func@0x4d370]	350200000	173400000	115600000	144614130	0	0	0	0	0	0	0	0	0	0	0	0	0	850000255	0	0	0	117974871	64695705	7611270	0	0	0	0	68122746	72307179	0	228337854	0	137767788	449064930	1027520343	0	0	0	0	0	0	0	456676200	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
[Loop@0x3b600 in func@0x39a20]	323000000	44200000	64600000	98946510	0	0	0	0	0	0	0	0	0	0	0	0	0	350000105	0	0	0	83724102	90573987	0	0	0	0	0	24737310	7611282	0	114168927	0	70406190	334895880	380563090	0	0	0	0	0	0	0	304450800	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	299200000	40800000	13600000	15734444	0	0	0	0	0	0	0	0	0	0	0	0	0	140000042	0	0	0	178258886	66436169	0	0	0	0	0	25146846	0	0	116728435	0	28357812	200708492	504970049	77392460	0	0	0	0	0	0	278612856	gaussian	[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c30
