Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	283349200000	52496000000	23976800000	52702314784	0	0	0	0	0	0	0	0	0	0	0	0	0	147600044280	18962594	3809126	0	123912105347	51898285435	143589253	375528	2287656	0	0	0	13681246075	41452262	57479063252	341151541	41581980921	233651198152	310492319295	23864671686	0	0	0	0	0	0	247411342157	gaussian	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	9003200000	2074000000	1057400000	2008069102	0	0	0	0	0	0	0	0	0	0	0	0	0	6640001992	0	0	0	2823759706	2256967150	7510055	374849	0	0	0	555786599	994032912	0	3078675937	0	494180017	10130942701	13570207779	1144069774	0	0	0	0	0	0	10838838359	gaussian	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2298400000	1084600000	724200000	1093127885	0	0	0	0	0	0	0	0	0	0	0	0	0	1790000537	0	0	0	282705900	1140620707	165853886	0	0	0	0	146256988	241242368	11308236	3053215701	716186399	286859711	2073173575	6747229759	0	0	0	0	0	0	0	2080712388	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	1288600000	1149200000	516800000	921584650	0	0	0	0	0	0	0	60009	60009	0	0	0	0	2430000729	94451640	94266338	75492818	305903042	988078849	234466403	2271977	5287808	0	0	215290973	1986886219	7756964	3637553957	1853690952	252172604	1978263401	7498638544	0	0	0	0	0	0	0	1210505453	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	683400000	384200000	0	429712341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275167076	346031001	30155252	376966	0	0	0	144372233	373171788	11308236	452328252	0	283844103	557872162	2600887449	0	0	0	0	0	0	0	1221287706	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop@0x4df0 in func@0x4db0]	540600000	204000000	0	203547951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131929420	217871371	7538813	0	0	0	0	51265336	101774124	11308236	37694021	0	121378222	482484032	1168514651	0	0	0	0	0	0	0	618182666	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop at line 390 in do_lookup_x]	445400000	193800000	115600000	188688465	0	0	0	0	0	0	0	0	0	0	0	0	0	1220000366	18847060	11308236	3769412	101774124	230687334	45232878	0	41464005	0	0	24124864	79157652	0	339246189	75388042	153042106	384479463	866962483	0	0	0	0	0	0	0	452328780	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	404600000	61200000	34000000	52771691	0	0	0	0	0	0	0	0	0	0	0	0	0	110000033	0	0	0	143237656	25631926	0	0	5277237	0	0	22994011	26385884	0	37694021	0	141356625	384479463	376940210	0	0	0	0	0	0	0	346785398	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x3b600 in func@0x39a20]	333200000	78200000	61200000	22616439	0	0	0	0	0	0	0	0	0	0	0	0	0	50000015	0	0	0	56541180	89711741	0	0	0	0	0	23370962	11308236	0	37694021	0	70112886	286474894	640798357	0	0	0	0	0	0	0	339246585	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop@0x4d3e0 in func@0x4d370]	329800000	183600000	108800000	135698634	0	0	0	0	0	0	0	0	0	0	0	0	0	240000072	0	0	0	131929420	153791556	45232878	0	0	0	0	71243739	64080004	0	339246189	0	126655536	437251154	904656504	0	0	0	0	0	0	0	497561658	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
