Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	120795200000	22361800000	13807400000	22550703940	0	0	0	0	0	0	0	0	0	0	0	0	0	53470016041	3842917	3842917	0	52073421053	22299700458	153572960	0	3034290	0	0	0	6733771401	38285807	23962549265	115011119	17475353867	100721187145	134742043943	10713014922	0	0	0	0	0	0	104893649193	gaussian	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	5732400000	1530000000	1013200000	1388525477	0	0	0	0	0	0	0	0	0	0	0	0	0	3740001122	0	0	0	2246643126	1529279771	7707954	0	0	0	0	371868401	563276870	0	1305822704	0	296565444	6778567835	8617436721	114821841	0	0	0	0	0	0	6813249352	gaussian	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2288200000	1074400000	717400000	1050900743	0	0	0	0	0	0	0	0	0	0	0	0	0	6690002007	11340672	0	3780224	291077248	1015365196	219252673	378047	2268159	0	0	149322640	287297024	11340672	3137577703	642636397	298267248	1995955368	6766583239	0	0	0	0	0	0	0	2011076242	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	1013200000	867000000	435200000	826846273	0	0	0	0	0	0	0	0	0	0	0	0	0	1770000531	75678239	68216810	49142912	246149087	695828014	181624923	1519565	3038964	0	188474	171453951	1117424487	11403365	2461251925	1701594210	225355297	1405018020	5091810913	0	0	0	0	0	0	0	970099907	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	642600000	360400000	95200000	415824035	0	0	0	0	0	0	0	0	0	0	0	0	0	1130000339	0	0	0	332659712	398434444	22681311	378047	0	0	0	180699296	396923520	18901120	453625692	0	309986240	672878893	2305930601	0	0	0	0	0	0	0	1134065550	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop@0x4df0 in func@0x4db0]	629000000	251600000	78200000	211692236	0	0	0	0	0	0	0	0	0	0	0	0	0	820000246	0	0	0	124747392	269907204	22681311	378047	0	0	0	62753312	105846272	3780224	75604282	0	139871840	506549279	1663294204	0	0	0	0	0	0	0	710681078	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop at line 390 in do_lookup_x]	435200000	217600000	119000000	219252673	0	0	0	0	0	0	0	0	0	0	0	0	0	1290000387	18901120	15120896	3780224	105846272	244201756	30241748	0	41582915	0	0	22681920	102066048	0	415823551	37802141	159529504	347780102	1134064230	0	0	0	0	0	0	0	559472338	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	391000000	54400000	40800000	45362622	0	0	0	0	0	0	0	0	0	0	0	0	0	350000105	0	0	0	158769408	102821792	0	0	4536318	0	0	22681920	15120896	0	0	0	148188544	347780102	491427833	0	0	0	0	0	0	0	362900976	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x3b600 in func@0x39a20]	363800000	91800000	44200000	83164807	0	0	0	0	0	0	0	0	0	0	0	0	0	500000150	0	0	0	68044032	64263620	0	0	0	0	0	25706176	22681344	0	113406423	0	66911664	325098791	378021410	0	0	0	0	0	0	0	309977917	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop@0x4d3e0 in func@0x4d370]	350200000	142800000	112200000	158769177	0	0	0	0	0	0	0	0	0	0	0	0	0	910000273	0	0	0	120967168	167085412	7560437	0	0	0	0	69179856	64263808	0	415823551	75604282	136091520	476307531	1096262089	0	0	0	0	0	0	0	468747094	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	258400000	81600000	47600000	53466379	0	0	0	0	0	0	0	0	0	0	0	0	0	130000039	0	0	0	184109422	0	0	387950	0	0	0	28400074	7647159	0	38792334	0	31040302	246713131	266982004	7560437	0	0	0	0	0	0	267727215	gaussian	[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c30
[Loop@0x8258 in func@0x7ff0]	204000000	23800000	3400000	37802185	0	0	0	0	0	0	0	0	0	0	0	0	0	200000060	0	0	0	7560448	25705448	0	0	0	0	0	5670480	7560448	0	75604282	0	8694736	113406555	189010705	0	0	0	0	0	0	0	128527429	libz.so.1.3	[Loop@0x8258 in func@0x7ff0]	[Unknown]	0x8258
[Loop@0x8140 in func@0x7ff0]	200600000	23800000	6800000	30241748	0	0	0	0	0	0	0	0	0	0	0	0	0	180000054	0	0	0	3780224	38558172	0	0	0	0	0	5670480	0	0	37802141	0	6426544	181450488	151208564	0	0	0	0	0	0	0	158769177	libz.so.1.3	[Loop@0x8140 in func@0x7ff0]	[Unknown]	0x8140
[Loop@0x283e8 in png_write_row]	132600000	37400000	3400000	45362622	0	0	0	0	0	0	0	0	0	0	0	0	0	90000027	0	0	0	45362688	12852724	0	0	0	0	0	28352400	3780224	0	0	37802141	46497936	166329614	0	0	0	0	0	0	0	0	128527429	libpng16.so.16.43.0	[Loop@0x283e8 in png_write_row]	[Unknown]	0x283e8
[Loop@0x6c20 in adler32_z]	85000000	34000000	3400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110000033	0	0	0	26461568	0	0	0	0	0	0	4914416	3780224	0	37802141	0	21547824	52923059	113406423	0	0	0	0	0	0	0	120966992	libz.so.1.3	[Loop@0x6c20 in adler32_z]	[Unknown]	0x6c20
std::vector<float, std::allocator<float>>::push_back	85000000	10200000	0	7560437	0	0	0	0	0	0	0	0	0	0	0	0	0	40000012	3780224	0	0	0	25705448	0	0	0	0	0	0	0	0	0	0	0	60483496	226812846	0	0	0	0	0	0	0	68043933	gaussian	std::vector<float, std::allocator<float>>::push_back(float const&)	stl_vector.h	0x40276f
[Loop at line 396 in FilterHandler::saveImage]	68000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gaussian	[Loop at line 396 in FilterHandler::saveImage(Tensor<float> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)]	FilterHandler.cpp	0x408140
[Loop@0x9410 in func@0x9240]	68000000	17000000	17000000	15120874	0	0	0	0	0	0	0	0	0	0	0	0	0	130000039	0	0	0	3780224	25705448	7560437	0	0	0	0	1134096	3780224	0	37802141	37802141	3402288	75604370	75604282	0	0	0	0	0	0	0	22681311	libdeflate.so.0	[Loop@0x9410 in func@0x9240]	[Unknown]	0x9410
std::vector<std::vector<float, std::allocator<float>>, std::allocator<std::vector<float, std::allocator<float>>>>::operator[]	68000000	6800000	0	15120874	0	0	0	0	0	0	0	0	0	0	0	0	0	40000012	0	0	0	15120896	0	0	0	0	0	0	0	0	0	0	0	72582144	136087866	75604282	0	0	0	0	0	0	0	83164807	gaussian	std::vector<std::vector<float, std::allocator<float>>, std::allocator<std::vector<float, std::allocator<float>>>>::operator[](unsigned long) const	stl_vector.h	0x40815b
func@0x4d370	61200000	27200000	13600000	45362622	0	0	0	0	0	0	0	0	0	0	0	0	0	170000051	0	0	0	30241792	25705448	0	0	0	0	0	0	0	0	37802141	37802141	31754688	37802185	75604282	0	0	0	0	0	0	0	105846118	libtiff.so.6.0.1	func@0x4d370	[Unknown]	0x4d370
[Loop@0x36430 in func@0x36390]	57800000	6800000	6800000	15120874	0	0	0	0	0	0	0	0	0	0	0	0	0	110000033	0	0	0	0	25705448	0	0	0	0	0	2268192	0	0	0	0	0	52923059	37802141	0	0	0	0	0	0	0	22681311	libtiff.so.6.0.1	[Loop@0x36430 in func@0x36390]	[Unknown]	0x36430
