Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	813796800000	153377400000	37797800000	154178197587	0	0	0	0	0	0	0	0	0	0	0	0	0	209640062892	41935573	0	0	362612006750	153407296589	502973031	1144531	60928916	0	0	0	42875586332	175286317	176862837806	1067601846	167607828612	669679226332	904233501024	70282185677	0	0	0	0	0	0	729951246512	mean	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	15300000000	4392800000	992800000	4078682269	0	0	0	0	0	0	0	0	0	0	0	0	0	5310001593	0	0	0	4970426312	4200488774	7622706	378859	0	0	0	941544419	1547680416	0	4613868967	0	1307524743	17245264520	23512370748	1669419469	0	0	0	0	0	0	18258448583	mean	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2312000000	1152600000	377400000	1005470850	0	0	0	0	0	0	0	0	0	0	0	0	0	6640001992	3837681	0	0	276313032	913365320	230260500	0	767545	0	0	150440976	245611584	15350724	2647992714	767534120	299730618	2103045900	6907807080	0	0	0	0	0	0	0	1926512850	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	2033200000	2128400000	476000000	1842642773	0	0	0	0	0	0	0	60009	60009	6000018	0	3000009	3000009	4270001281	153045462	126377581	61402896	474383740	1870634414	382041280	6483278	12981565	0	0	331310892	4162925104	19082521	4581161467	2373960243	282375712	4037751724	15349085593	0	0	0	0	0	0	0	2118188227	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	503200000	312800000	0	253286550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180371007	352298052	30701400	0	0	0	0	120506292	418307229	11513043	307013648	0	224510130	429819600	1726951770	0	0	0	0	0	0	0	1074549000	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop at line 390 in do_lookup_x]	455600000	207400000	129200000	214909800	0	0	0	0	0	0	0	0	0	0	0	0	0	1270000381	11513043	7675362	3837681	80591301	182673064	7675350	0	39912340	0	0	24945570	122805792	0	537273884	76753412	184597218	422144250	1381561416	0	0	0	0	0	0	0	483547050	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x4df0 in func@0x4db0]	387600000	170000000	0	168857700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95942025	143528836	7675350	0	0	0	0	33004908	65240577	3837681	115130118	0	103236282	406793550	959417650	0	0	0	0	0	0	0	521923800	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop@0x3b600 in func@0x39a20]	367200000	74800000	37400000	92104200	0	0	0	0	0	0	0	0	0	0	0	0	0	490000147	0	0	0	88266663	104384608	0	0	0	0	0	23410458	0	0	115130118	0	69847596	337715400	460520472	0	0	0	0	0	0	0	337715400	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop@0x264e0 in func@0x26460]	360400000	64600000	17000000	23026050	0	0	0	0	0	0	0	0	0	0	0	0	0	360000108	0	0	0	138156516	169624988	0	0	6140360	0	0	23794236	26863767	0	76753412	0	145068084	360741450	345390354	0	0	0	0	0	0	0	360741450	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x4d3e0 in func@0x4d370]	353600000	142800000	64600000	145831650	0	0	0	0	0	0	0	0	0	0	0	0	0	920000276	0	0	0	145831878	156576912	7675350	0	0	0	0	70615152	84428982	0	614027296	0	137392524	452845650	997794356	0	0	0	0	0	0	0	514248450	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
