Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	813779800000	153659600000	47073000000	153853075741	1700002	1861907	3612504	3563972	0	3280636	0	21514279	0	201672889	121074565	2266670	821040342	202310060693	45707513	0	3793854	362119389378	152545270585	479907650	759516	43430159	0	0	382633	42710507969	171387273	175485807477	1142260241	166421211972	668455946546	901674308204	70139232187	0	0	0	0	0	0	729056032478	mean	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	15147000000	3950800000	1213800000	4135040551	0	0	0	0	0	0	0	0	0	4250006	0	1700002	46901846	4950001485	0	0	0	5187999421	4299681387	0	382648	0	0	0	949625496	1516227302	0	4074253129	0	1299708713	17017656169	22095252065	1790614069	0	0	0	0	0	0	18327489567	mean	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2291600000	1207000000	700400000	1127330893	0	0	0	0	0	0	0	0	0	24933370	0	2266670	22666700	6740002022	0	0	0	273113352	1070449340	182075280	0	758657	0	0	151733600	242767424	7586482	2882855408	834510776	289431842	1942136320	6600221592	0	0	0	0	0	0	0	1964895730	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	2179400000	2063800000	822800000	1564024365	0	0	0	0	0	0	372385	309283	136020	11333350	2266670	15583356	19236336	3680001104	117800490	114051538	37932410	353265613	1720613707	395755982	7605374	15966945	379811	189945	313030682	4384794629	41885565	5023014012	2013594757	283377416	4055912706	16668396005	0	0	0	0	0	0	0	2250301248	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	530400000	255000000	0	356564090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208628255	296630540	7586470	0	0	0	0	131628898	436222715	11379723	189661540	0	238980420	493120550	2086276940	0	0	0	0	0	0	0	796579350	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop at line 390 in do_lookup_x]	448800000	132600000	95200000	257939980	0	0	0	0	0	0	0	201600	0	0	0	0	0	1250000375	18966205	3793241	0	106210748	232145640	15172940	0	44760763	0	0	22760040	79658061	0	531052312	37932308	150595598	371737030	1137969240	0	0	0	0	0	0	0	538639370	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	404600000	44200000	51000000	53105290	0	0	0	0	0	0	0	45340	0	0	0	0	2266670	320000096	3793241	0	0	117590471	103175840	0	0	6069256	0	0	22760040	18966205	0	75864616	0	136560240	333804680	379323080	0	0	0	0	0	0	0	386909970	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x4df0 in func@0x4db0]	394400000	190400000	0	113797050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94831025	64484900	22759410	0	0	0	0	37174732	94831025	7586482	113796924	37932308	100523510	417255850	910375392	0	0	0	0	0	0	0	447601730	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop@0x3b600 in func@0x39a20]	357000000	57800000	51000000	60691760	0	0	0	0	0	0	0	0	0	2266670	0	0	2266670	500000150	0	0	0	91037784	64484900	0	0	0	0	0	25415378	22759446	0	113796924	0	68659454	295872330	455187696	0	0	0	0	0	0	0	257939980	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop@0x4d3e0 in func@0x4d370]	333200000	119000000	91800000	224540963	0	0	0	0	0	0	0	408060	0	9066680	0	0	4533340	950000285	0	0	0	113797230	116072820	0	0	0	0	0	70556124	60691856	0	379323080	0	121386880	462774670	1062104624	0	0	0	0	0	0	0	531052900	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
