Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	120768000000	32289800000	20281000000	32010470152	16843877	0	16840480	69031566	2247708	72958976	560476	2271295046	0	33431164484	3067066475	289147013	120544054664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gaussian	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	5749400000	1387200000	941800000	1493166781	0	0	0	14024014	0	15155131	0	90823485	0	2199917124	173942409	5611335	4907486311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gaussian	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2250800000	1128800000	0	1092542040	25342506	2815834	8447502	13516152	1126346	12389806	0	0	0	2128770504	0	129528364	2269562204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	1033600000	1125400000	292400000	1153197820	120917341	33790008	129396206	131064182	63587674	57371658	14053389	141354256	143052796	2571413125	1072802598	1228237350	1308308595	0	0	0	0	0	0	0	0	0	0	0	400012	8000024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	727600000	350200000	0	422374500	0	0	0	0	0	0	0	40046364	0	295662570	233714222	295662570	746196010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop@0x4df0 in func@0x4db0]	639200000	353600000	0	270319680	2815834	5631668	0	563173	0	1126346	0	0	0	53500846	0	70395850	599772642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop at line 390 in do_lookup_x]	428400000	360400000	278800000	349162920	101370024	47869178	56303193	93486718	1126346	95176237	563173	74009736	0	991173568	492770950	112633360	413927598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	401200000	112200000	0	107001540	0	0	0	16895190	0	15768844	0	12954520	0	129528364	22526672	0	382953424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x4d3e0 in func@0x4d370]	343400000	146200000	0	202739760	0	0	0	0	0	0	0	38412968	0	391400926	0	0	346347582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
[Loop@0x3b600 in func@0x39a20]	336600000	105400000	0	84474900	0	0	0	563173	0	1126346	0	0	0	98554190	0	5631668	326636744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	265200000	503200000	346800000	617257430	0	0	0	0	0	0	0	281033	0	165482836	0	5591706	1144832973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gaussian	[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c30
[Loop@0x8140 in func@0x7ff0]	176800000	34000000	0	22526640	0	0	0	0	0	0	0	0	0	50685012	0	0	143607534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libz.so.1.3	[Loop@0x8140 in func@0x7ff0]	[Unknown]	0x8140
[Loop@0x8258 in func@0x7ff0]	166600000	37400000	0	39421620	0	0	0	0	0	0	0	0	0	56316680	0	0	160502538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libz.so.1.3	[Loop@0x8258 in func@0x7ff0]	[Unknown]	0x8258
[Loop@0x283e8 in png_write_row]	146200000	44200000	0	45053280	0	0	0	0	0	0	0	8730220	0	59132514	11263336	2815834	137975866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libpng16.so.16.43.0	[Loop@0x283e8 in png_write_row]	[Unknown]	0x283e8
std::vector<std::vector<float, std::allocator<float>>, std::allocator<std::vector<float, std::allocator<float>>>>::operator[]	81600000	30600000	0	11263320	0	0	0	2815865	1689519	0	0	56324	0	14079170	0	0	59132514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gaussian	std::vector<std::vector<float, std::allocator<float>>, std::allocator<std::vector<float, std::allocator<float>>>>::operator[](unsigned long) const	stl_vector.h	0x40815b
[Loop at line 396 in FilterHandler::saveImage]	78200000	13600000	0	28158300	0	0	0	5631730	5631730	1126346	0	56324	0	25342506	0	0	81659186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gaussian	[Loop at line 396 in FilterHandler::saveImage(Tensor<float> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)]	FilterHandler.cpp	0x408140
[Loop@0x6c20 in adler32_z]	78200000	27200000	0	56316600	0	0	0	0	0	0	0	0	0	28158340	0	0	87290854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libz.so.1.3	[Loop@0x6c20 in adler32_z]	[Unknown]	0x6c20
std::vector<float, std::allocator<float>>::push_back	78200000	27200000	0	22526640	0	0	0	563173	563173	0	0	0	0	28158340	0	0	84475020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gaussian	std::vector<float, std::allocator<float>>::push_back(float const&)	stl_vector.h	0x40276f
[Loop@0x9410 in func@0x9240]	64600000	20400000	0	16894980	0	0	0	0	0	0	0	0	0	73211684	0	5631668	64764182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libdeflate.so.0	[Loop@0x9410 in func@0x9240]	[Unknown]	0x9410
