Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	3.212714
1	SP GFLOPS	3.340831
1	DP GFLOPS	0.0
1	x87 GFLOPS	0.0
1	CPI Rate	0.207869
1	Average CPU Frequency	10860960521.655706
1	Total Thread Count	3
0	Effective Physical Core Utilization	4.0% (0.796 out of 20)
1	Effective Logical Core Utilization	2.9% (0.800 out of 28)
0	Memory Bound	1.8
1	Performance-core (P-core)	
2	Memory Bound	1.8
3	Cache Bound	2.2
3	DRAM Bound	0.4
1	Efficient-core (E-core)	
2	Memory Bound	0.0
3	Cache Bound	0.0
3	DRAM Bound	0.0
1	Bandwidth Utilization	
1	Bandwidth Domain	Platform Maximum	Observed Maximum	Average	% of Elapsed Time with High BW Utilization(%)
1	DRAM, GB/sec	73.000000	25.500000	0.803059	0.0
0	Vectorization	0.2
1	Instruction Mix	
2	SP FLOPs	9.5
3	Packed	0.2
4	128-bit	0.0
4	256-bit	0.2
3	Scalar	99.8
2	DP FLOPs	0.0
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	0.0
2	x87 FLOPs	0.0
2	Non-FP	90.5
0	Collection and Platform Info	
1	Application Command Line	./bin/mean "7" "2" 
1	Operating System	6.17.0-14-generic DISTRIB_ID=Ubuntu DISTRIB_RELEASE=24.04 DISTRIB_CODENAME=noble DISTRIB_DESCRIPTION="Ubuntu 24.04.4 LTS"
1	Computer Name	abdulkadirt
1	Result Size	56221374
1	Collection start time	22:43:59 11/03/2026 UTC
1	Collection stop time	22:44:02 11/03/2026 UTC
1	Collector Type	Driverless Perf system-wide sampling,User-mode sampling and tracing
1	CPU	
2	Name	Intel(R) microarchitecture code named Raptorlake-DT
2	Frequency	3417599872
2	Logical CPU Count	28
2	Max DRAM Single-Package Bandwidth	73000000000.000000
