Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	26346600000	4790600000	3158600000	4619728735	0	0	0	0	0	0	0	0	0	0	0	0	0	21810006543	0	0	3677373	10851669958	4714057173	22064208	0	0	0	0	0	1777610015	11279248	3760634349	73164221	3683356722	20780411556	26704099784	1775903513	0	0	0	0	0	0	20848420975	gaussian	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	2679200000	608600000	397800000	777199492	0	0	0	0	0	0	0	0	0	0	0	0	0	3240000972	0	0	0	882178630	583919914	0	0	0	0	0	162613830	81946321	0	680163476	0	130692292	2893929376	4093302265	432421718	0	0	0	0	0	0	3621390262	gaussian	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2278000000	1108400000	737800000	1098858880	0	0	0	0	0	0	0	0	0	0	0	0	0	6890002067	7849004	0	0	313960160	1160864142	219771776	0	784909	0	0	151097100	306111156	15698008	2864878722	902633022	312005700	2213415744	7103329434	0	0	0	0	0	0	0	2072133888	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	887400000	714000000	401200000	609453728	0	0	0	600009	0	0	0	300045	180027	6000018	0	0	0	2540000762	76530301	88265501	64433054	241040668	550842682	98611694	1569904	3090210	0	0	97971059	753074469	0	1329384528	1216592334	185502353	974809873	3751534923	0	0	0	0	0	0	0	1164372081	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	860200000	363800000	275400000	376751616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415997212	306895118	7848992	392476	0	0	0	247642260	317884662	15698008	549428796	39244914	373621920	824144160	1883755872	0	0	0	0	0	0	0	1404969568	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop@0x4df0 in func@0x4db0]	666400000	282200000	149600000	235469760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172678088	266865320	31395968	0	0	0	0	78884460	156980080	3924502	117734742	0	158553840	635768352	1726776216	0	0	0	0	0	0	0	894785088	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop at line 390 in do_lookup_x]	428400000	204000000	129200000	211922784	0	0	0	0	0	0	0	0	0	0	0	0	0	1140000342	19622510	7849004	3924502	94188048	253522054	31395968	0	41600177	0	0	26294820	109886056	0	274714398	39244914	161693520	384600608	1098857592	0	0	0	0	0	0	0	557278432	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	401200000	74800000	34000000	39244960	0	0	0	0	0	0	0	0	0	0	0	0	0	350000105	0	0	0	153055578	66716330	0	0	4709454	0	0	22762680	19622510	0	39244914	0	142855440	353204640	392449140	0	0	0	0	0	0	0	392449600	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x3b600 in func@0x39a20]	367200000	81600000	40800000	54942944	0	0	0	0	0	0	0	0	0	0	0	0	0	450000135	0	0	0	47094024	133432660	0	0	0	0	0	22370220	19622510	0	39244914	0	78492000	353204640	470938968	0	0	0	0	0	0	0	313959680	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop@0x4d3e0 in func@0x4d370]	306000000	156400000	119000000	211922784	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000300	0	0	0	98112550	120089394	0	0	0	0	0	71035260	58867530	0	392449140	0	138930840	455241536	1177347420	0	0	0	0	0	0	0	470939520	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
