Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	514722600000	96356000000	59741400000	96407163533	0	0	0	9488498	0	8485126	0	94425103	0	2005271025	44322375	13171616	5825127873	159770047931	30558887	11436876	0	226280812815	94885896024	252062690	1529384	5335551	0	0	1532392	26327347658	64873450	106075456404	496565864	89229057434	419652767404	559688070300	43850696479	0	0	0	0	0	0	454054334953	gaussian	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	11900000000	3196000000	1808800000	3373888896	0	0	0	610369	0	1091874	0	605168	0	54932534	0	0	118133131	5420001626	0	0	0	3792260364	2957274577	7608128	381832	0	0	0	732722711	915835298	0	3356195481	0	1023996200	13512211309	17861808658	1243702818	0	0	0	0	0	0	14213382331	gaussian	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2257600000	1074400000	737800000	1059578076	0	0	0	0	0	0	0	0	0	0	0	0	0	6160001848	3839057	0	0	272573047	1044220320	191952550	0	0	0	0	154334232	310963617	15356228	3148018212	844590252	313275456	2126834254	6910283880	0	0	0	0	0	0	0	1919525500	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	1655800000	1455200000	1050600000	1308109437	4800006	0	7409312	2126865	0	1132236	0	286797	0	24794062	3157147	30971625	33950272	2680000804	103350808	80481276	57585855	344856019	1092060203	221757858	3051482	9953591	0	0	238943780	2766765423	19066667	3596643328	1302887743	245582692	2629094467	10662363061	0	0	7625953	0	0	0	0	1814640870	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	751400000	336600000	258400000	383905100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261055876	326318850	30712408	0	0	0	0	147039828	426135327	3839057	345514194	0	286785252	606570058	2265037494	0	0	0	0	0	0	0	1090290484	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop at line 390 in do_lookup_x]	411400000	221000000	146200000	222664958	0	0	0	0	0	0	0	0	0	0	0	0	0	1210000363	26873399	3839057	3839057	95976425	261055080	23034306	0	42230100	0	0	22267128	80620197	0	345514194	76780932	162012552	353192692	1151713980	0	0	0	0	0	0	0	598891956	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	391000000	57800000	47600000	92137224	0	0	0	0	0	0	0	0	0	0	0	0	0	380000114	0	0	0	130527938	39158262	0	0	6142560	0	0	23802792	15356228	0	0	0	155485980	360870794	383904660	0	0	0	0	0	0	0	360870794	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x4df0 in func@0x4db0]	357000000	156400000	112200000	168918244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99815482	117474786	23034306	0	767820	0	0	45302088	84459254	15356228	0	0	122853120	491398528	1458837708	0	0	0	0	0	0	0	667994874	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop@0x3b600 in func@0x39a20]	333200000	81600000	54400000	61424816	0	0	0	0	0	0	0	0	0	0	0	0	0	470000141	0	0	0	76781140	52211016	0	0	0	0	0	24570624	7678114	0	307123728	0	74095788	345514590	460685592	0	0	0	0	0	0	0	299445978	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	323000000	51000000	30600000	44203532	0	0	0	0	0	0	0	0	0	5654939	0	0	24212046	110000033	0	0	0	164397639	77646415	0	383931	0	0	0	27403822	7635358	0	76130906	0	46979334	258972262	76714625	83704401	0	0	0	0	0	0	274253478	gaussian	[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c30
