Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	26163000000	4600200000	3121200000	4587125152	0	0	0	0	0	0	0	0	0	0	0	0	0	25540007662	7831693	0	0	11512638851	4501728915	30438446	0	0	0	0	0	1669918457	0	4314956488	0	3809060805	21802859415	28117350932	1854664127	0	0	0	0	0	0	22564568214	gaussian	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	2862800000	700400000	357000000	713826417	0	0	0	0	0	0	0	0	0	0	0	0	0	3980001194	0	0	0	849625207	839056147	0	0	0	0	0	164765705	101436533	0	623771320	0	130802729	2994137728	4012904061	390291558	0	0	0	0	0	0	3626192281	gaussian	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2284800000	1139000000	727600000	1072226680	0	0	0	0	0	0	0	0	0	0	0	0	0	6790002037	3829387	7658774	3829387	317839121	1093669668	199127812	0	765886	0	0	143988824	271886477	15317548	2833738832	727581592	300614965	2052548216	6816290704	0	0	0	0	0	0	0	1975960596	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	979200000	652800000	448800000	681893793	0	0	0	0	0	0	0	0	0	0	0	0	0	3390001017	83999275	91905288	80417127	222322684	832097446	237664132	382964	2297658	0	0	115015035	824872556	0	1455163184	1263984799	186856375	978519860	4024780634	0	0	0	0	0	0	0	1041519049	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	918000000	363800000	204000000	359961814	0	0	0	0	0	0	0	0	0	0	0	0	0	650000195	3829387	0	0	398256248	273417417	15317524	0	0	0	0	229003502	283374638	7658774	421231448	38293768	363035652	827146296	2642269992	0	0	0	0	0	0	0	1432188494	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop@0x4df0 in func@0x4db0]	703800000	282200000	207400000	298691718	0	0	0	0	0	0	0	0	0	0	0	0	0	500000150	0	0	0	168493028	273417417	0	0	0	0	0	79653392	118710997	7658774	76587536	0	157774988	635677246	1416869416	0	0	0	0	0	0	0	919051440	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop at line 390 in do_lookup_x]	465800000	193800000	102000000	245080384	0	0	0	0	0	0	0	0	0	0	0	0	0	1220000366	19146935	3829387	3829387	103393449	260397540	7658762	0	43655502	0	0	25657583	111052223	0	497818984	76587536	159689733	359961814	1148813040	0	0	0	0	0	0	0	551430864	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	394400000	51000000	30600000	84246382	0	0	0	0	0	0	0	0	0	0	0	0	0	390000117	0	0	0	137857932	39059631	0	0	6127088	0	0	23359889	15317548	0	0	0	140925232	390596862	306350144	0	0	0	0	0	0	0	352303052	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x3b600 in func@0x39a20]	357000000	115600000	64600000	84246382	0	0	0	0	0	0	0	0	0	0	0	0	0	530000159	3829387	0	0	61270192	91139139	0	0	0	0	0	22211042	0	0	191468840	0	71994412	344644290	536112752	0	0	0	0	0	0	0	359961814	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop@0x4d3e0 in func@0x4d370]	343400000	136000000	91800000	130198954	0	0	0	0	0	0	0	0	0	0	0	0	0	930000279	0	0	0	118710997	208318032	22976286	0	0	0	0	70845565	68928966	0	497818984	0	133649201	451866958	919050432	0	0	0	0	0	0	0	497819530	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
