Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	1.300686
1	SP GFLOPS	1.856832
1	DP GFLOPS	0.0
1	x87 GFLOPS	0.0
1	CPI Rate	0.248095
1	Average CPU Frequency	5412869216.803048
1	Total Thread Count	3
0	Effective Physical Core Utilization	6.5% (1.293 out of 20)
1	Effective Logical Core Utilization	4.7% (1.305 out of 28)
0	Memory Bound	5.3
1	Performance-core (P-core)	
2	Memory Bound	5.3
3	Cache Bound	6.2
3	DRAM Bound	1.4
1	Efficient-core (E-core)	
2	Memory Bound	10.0
3	Cache Bound	0.0
3	DRAM Bound	0.0
1	Bandwidth Utilization	
1	Bandwidth Domain	Platform Maximum	Observed Maximum	Average	% of Elapsed Time with High BW Utilization(%)
1	DRAM, GB/sec	71.000000	27.300000	3.213688	0.0
0	Vectorization	0.6
1	Instruction Mix	
2	SP FLOPs	7.5
3	Packed	0.6
4	128-bit	0.0
4	256-bit	0.6
3	Scalar	99.4
2	DP FLOPs	0.0
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	0.0
2	x87 FLOPs	0.0
2	Non-FP	92.5
0	Collection and Platform Info	
1	Application Command Line	./bin/mean "3" "2" 
1	Operating System	6.17.0-14-generic DISTRIB_ID=Ubuntu DISTRIB_RELEASE=24.04 DISTRIB_CODENAME=noble DISTRIB_DESCRIPTION="Ubuntu 24.04.4 LTS"
1	Computer Name	abdulkadirt
1	Result Size	26577023
1	Collection start time	22:30:58 11/03/2026 UTC
1	Collection stop time	22:31:00 11/03/2026 UTC
1	Collector Type	Driverless Perf system-wide sampling,User-mode sampling and tracing
1	CPU	
2	Name	Intel(R) microarchitecture code named Raptorlake-DT
2	Frequency	3417599883
2	Logical CPU Count	28
2	Max DRAM Single-Package Bandwidth	71000000000.000000
