Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	514692000000	96043200000	36097800000	96250347164	0	0	0	0	0	0	0	0	0	0	0	0	0	172140051642	15288229	3814927	0	229104917588	96078079377	275119836	1147708	5365199	0	0	382717	26335298667	64979927	108034255124	496904321	75209242686	426021755801	569018254421	44680666632	0	0	0	0	0	0	458507892029	gaussian	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	11913600000	3355800000	1186600000	3417520579	0	0	0	0	0	0	0	0	0	0	0	0	0	5570001671	0	0	0	4051981344	3339914697	0	381518	0	0	0	745843440	1036021388	0	3707251666	0	850138956	14312403400	17780298962	979076022	0	0	0	0	0	0	14801550585	gaussian	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2312000000	1128800000	734400000	1152106142	0	0	0	0	0	0	0	0	0	0	0	0	0	5320001596	3814927	0	3814927	297564306	1219247022	206005734	0	0	0	0	144208134	251785182	15259708	2670441760	839281696	301387370	2105836392	6981297744	0	0	0	0	0	0	0	2060057340	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	1485800000	1414400000	622200000	1138124067	0	0	0	0	0	0	0	0	0	0	0	0	0	1880000564	99243325	72575218	11441760	282538288	1038820839	221487292	5350714	9925004	381571	0	271897277	2605669983	3811906	3970698675	1984775480	288138102	2635731391	9092291643	0	0	0	0	0	0	0	1390004968	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	608600000	404600000	115600000	412011468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282304598	505857807	22889526	0	0	0	0	132000038	408197189	15259708	305193344	0	242254405	473050204	1945607568	0	0	0	0	0	0	0	1174995668	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop@0x4df0 in func@0x4db0]	469200000	163200000	68000000	228895260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148782153	168619269	30519368	0	0	0	0	38913306	76298540	3814927	0	0	103768816	450160678	1258922544	0	0	0	0	0	0	0	679055938	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop at line 390 in do_lookup_x]	421600000	221000000	125800000	259414628	0	0	0	0	0	0	0	0	0	0	0	0	0	1210000363	22889562	3814927	11444781	110632883	220502121	15259684	0	44253652	0	0	24797695	83928394	0	343342512	76298336	154890218	396751784	1220773376	0	0	0	0	0	0	0	534088940	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	404600000	68000000	44200000	83928262	0	0	0	0	0	0	0	0	0	0	0	0	0	300000090	0	0	0	144967226	38912139	0	0	6103952	0	0	23653186	22889562	0	38149168	0	142300619	381492100	381491680	0	0	0	0	0	0	0	427271152	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x3b600 in func@0x39a20]	360400000	74800000	54400000	61038736	0	0	0	0	0	0	0	0	0	0	0	0	0	340000102	0	0	0	64853759	51882852	0	0	0	0	0	23653186	11444781	0	152596672	0	72485570	267044470	534088352	0	0	0	0	0	0	0	274674312	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop@0x4d3e0 in func@0x4d370]	346800000	159800000	108800000	114447630	0	0	0	0	0	0	0	0	0	0	0	0	0	770000231	0	0	0	95373175	103765704	15259684	0	0	0	0	69433546	68668686	0	495939184	38149168	135052062	450160678	1144475040	0	0	0	0	0	0	0	518829256	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
