Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	26367000000	4882400000	2131800000	5066442612	0	0	0	2363675	0	2966437	0	31994281	0	906307197	0	3125811	3474982537	13460004038	7216031	10891712	3561910	10195451776	4327247833	22549199	0	0	0	0	0	1395204195	0	3149123443	35619004	3162361557	17750849532	22742172648	1574878100	0	0	0	0	0	0	19501519039	gaussian	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	2635000000	737800000	227800000	552689753	0	0	0	0	0	0	0	5997452	0	102168934	0	0	301878117	2130000639	0	0	0	737734092	346133671	0	0	0	0	0	142212551	71329452	0	615838994	0	114094406	2492059238	3432919671	352132064	0	0	0	0	0	0	3260722222	gaussian	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2281400000	1152600000	387600000	1091382006	0	0	0	0	0	0	0	0	0	0	0	0	0	6760002028	7632052	0	0	282385924	1037956160	206065134	0	763214	0	0	154171248	286201950	15264104	3090973365	839523630	311395392	2136971760	6525388215	0	0	0	0	0	0	0	2007227046	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Loop@0xb870 in deflate]	962200000	374000000	238000000	480818646	0	0	0	0	0	0	0	0	0	0	0	0	0	2360000708	0	0	0	438842990	415182464	15264084	381628	0	0	0	204162420	301466054	7632052	419761815	38160165	325515036	770836242	1984328580	0	0	0	0	0	0	0	1427191854	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Outside any known module]	935000000	673200000	163200000	539004548	0	0	0	608429	0	0	0	56675	0	11980830	0	17665352	2805004	2650000795	61337326	64564166	53705274	208354967	600713669	96940758	763256	3816070	0	0	121437673	867468761	3816026	1484086229	1068484620	246533335	1275082877	4157173985	0	0	0	0	0	0	0	891340829	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0x4df0 in func@0x4db0]	697000000	248200000	193800000	290017596	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000450	0	0	0	175537196	272463492	38160210	0	0	0	0	74414340	122112832	7632052	152640660	0	140433216	663987654	1679047260	0	0	0	0	0	0	0	885316872	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop at line 390 in do_lookup_x]	421600000	221000000	34000000	221329218	0	0	0	0	0	0	0	0	0	0	0	0	0	1270000381	19080130	7632052	3816026	103032702	168667876	7632042	0	45029626	0	0	24041556	103032702	0	228960990	76320330	162948324	396866184	1297445610	0	0	0	0	0	0	0	488450688	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	401200000	57800000	27200000	106848588	0	0	0	0	0	0	0	0	0	0	0	0	0	340000102	0	0	0	118296806	64872260	0	0	5342498	0	0	24804780	19080130	0	38160165	0	146920620	358705974	496082145	0	0	0	0	0	0	0	373970058	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x4d3e0 in func@0x4d370]	343400000	125800000	71400000	114480630	0	0	0	0	0	0	0	0	0	0	0	0	0	930000279	0	0	0	91584624	142718972	15264084	0	0	0	0	75940788	80136546	0	534242310	76320330	138906768	435026394	1030324455	0	0	0	0	0	0	0	442658436	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
[Loop@0x3b600 in func@0x39a20]	312800000	71400000	17000000	83952462	0	0	0	0	0	0	0	0	0	0	0	0	0	450000135	0	0	0	87768598	142718972	0	0	0	0	0	25568004	0	0	0	0	74414340	320545764	343441485	0	0	0	0	0	0	0	282385554	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	302600000	30600000	13600000	59469190	0	0	0	0	0	566674	0	1174830	0	17939978	0	0	39446885	190000057	0	0	0	126343742	50760820	0	0	0	0	0	20413158	0	0	38160165	0	26495173	190418841	397090718	36616232	0	0	0	0	0	0	259304438	gaussian	[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c30
