Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	120618400000	22355000000	12807800000	22703380085	0	0	0	616258	0	1201065	0	57480418	0	818915997	73090352	2924004	2682573029	72730021819	11460562	0	0	51571524675	21817247997	144408936	1150192	2274902	0	0	380130	6454568280	49487561	22587479201	114605332	16622874368	96442748131	130126001055	10314649960	0	0	0	0	0	0	104005753315	gaussian	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	5831000000	1625200000	799000000	1543365165	0	0	0	1089036	0	1089036	0	1974829	0	73463299	0	3081254	90900977	4810001443	0	0	0	2261272861	1554800991	0	0	0	0	0	351185356	524810703	0	1753123708	0	303229889	6364063706	7384264582	107178776	0	0	0	0	0	0	6745885511	gaussian	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2305200000	1159400000	112200000	1125155200	0	0	0	0	0	0	0	0	0	0	0	0	0	6700002010	7602410	0	0	319301220	1033924800	220469600	380146	0	0	0	149391090	288891580	11403615	2964932412	874274942	308285430	2029840800	7032211490	0	0	0	0	0	0	0	1908202400	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	1013200000	816000000	516800000	672703385	0	0	0	0	0	680009	0	60009	0	20429394	0	23224093	9071446	3090000927	38012050	34210845	19006025	216659521	802017805	167642960	1509276	3813191	0	0	153605048	1083490999	3801205	2477006456	1335919937	254330955	1689120038	4887339562	0	0	0	0	0	0	0	934973637	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	795600000	367200000	275400000	288891200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292692785	323101500	22807200	760292	0	0	0	174479670	437138575	15204820	342107586	0	316268160	638601600	2242705286	0	0	0	0	0	0	0	1414046400	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop@0x4df0 in func@0x4db0]	629000000	244800000	173400000	235674400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136843380	219709020	15204800	0	0	0	0	57399630	60819280	0	38011954	38011954	141028230	577782400	1330418390	0	0	0	0	0	0	0	813456800	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop at line 390 in do_lookup_x]	438600000	204000000	142800000	228072000	0	0	0	0	0	0	0	0	0	0	0	0	0	1170000351	11403615	3801205	3801205	98831330	180936840	38012000	0	43334250	0	0	24708450	110234945	0	342107586	76023908	152812260	387722400	1216382528	0	0	0	0	0	0	0	600589600	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	418200000	74800000	6800000	60819200	0	0	0	0	0	0	0	0	0	0	0	0	0	350000105	0	0	0	136843380	64620300	0	0	6082000	0	0	23948190	34210845	0	0	0	155093040	402927200	418131494	0	0	0	0	0	0	0	357312800	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x3b600 in func@0x39a20]	336600000	57800000	10200000	53216800	0	0	0	0	0	0	0	0	0	0	0	0	0	500000150	0	0	0	72222895	90468420	0	0	0	0	0	24328320	11403615	0	266083678	0	73365090	364915200	418131494	0	0	0	0	0	0	0	326903200	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	309400000	88400000	44200000	81416756	0	0	0	0	0	0	0	0	0	0	0	0	26384898	160000048	0	0	0	182515843	78329290	0	0	0	0	0	22896759	11460562	0	0	0	30916506	190395026	378602339	23121687	0	0	0	0	0	0	266427628	gaussian	[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c30
