Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	514552600000	104152200000	49096000000	104552942964	19621010	0	8406382	178247533	560438	178759388	514365	1654125620	0	33814852958	781731517	254545835	101930980572	84590025377	11246589	3760472	7531518	182622212475	76511111781	173448625	1504818	6787296	0	0	377892	21061406113	49001299	85473899472	415458241	102823138995	330783302715	442687115078	35107263471	0	0	0	0	0	0	364404503193	mean	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	12056400000	3196000000	1479000000	3140453405	0	0	0	11166184	0	7295524	0	7401474	0	943928911	5597978	8412718	2157640808	2950000885	0	0	0	3040363591	2549826724	0	0	0	0	0	604776171	829430651	0	2715334372	0	1184709933	10811899493	14896145222	708787852	0	0	0	0	0	0	11819212156	mean	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2335800000	1128800000	482800000	1054411120	0	0	0	0	0	0	0	0	0	0	0	0	0	6570001971	0	3765759	0	278666166	1037087145	210882224	0	753161	0	0	142349508	252305853	11297277	3125572251	715492443	296373182	2010912636	7041951939	0	0	0	0	0	0	0	1943129064	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	1645600000	1832600000	581400000	1489200259	33438691	2814493	36477049	23027473	0	16264711	6172181	1790857	450833	512471505	0	526763248	199085750	2360000708	56526854	56557397	18828795	297632353	1191784118	301572544	3395049	6027021	376653	188366	242987113	2905300536	11272733	4179524705	1845386474	274145404	2939893154	12318542904	0	0	0	0	0	0	0	1243293639	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	544000000	282200000	0	316323336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241008576	294481535	22594524	0	0	0	0	123520208	417999249	15063036	451889964	0	237249180	549800084	2146477329	0	0	0	0	0	0	0	1009222072	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop at line 390 in do_lookup_x]	425000000	210800000	95200000	218413732	0	0	0	0	0	0	0	68010	0	0	0	0	0	400000120	7531518	7531518	3765759	94143975	192053175	15063016	0	43683338	0	0	24854676	97909734	0	451889964	75314994	155153432	384106908	903779928	0	0	0	0	0	0	0	564863100	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x4df0 in func@0x4db0]	408000000	210800000	0	158161668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97909734	179249630	30126032	376601	0	0	0	36905428	86612457	0	112972491	0	98665532	451890480	677834946	0	0	0	0	0	0	0	534737068	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop@0x264e0 in func@0x26460]	401200000	44200000	37400000	75315080	0	0	0	0	0	0	0	0	0	0	0	0	0	430000129	0	0	0	150630360	128035450	0	0	4518966	0	0	24101504	18828795	0	0	0	149504642	384106908	263602479	0	0	0	0	0	0	0	353980876	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	343400000	159800000	95200000	201561256	0	0	0	0	0	0	0	114911	0	28058242	0	2802157	280105005	100000030	0	0	0	86801456	12723218	0	0	0	0	0	18853680	15005418	0	0	0	47537187	203818283	226635112	45082886	0	0	0	0	0	0	218606567	mean	[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c30
[Loop@0x3b600 in func@0x39a20]	319600000	71400000	37400000	52720556	0	0	0	0	0	0	0	0	0	0	0	0	0	430000129	0	0	0	67783662	51214180	0	0	0	0	0	22971746	15063036	0	150629988	0	74187442	331386352	489547461	0	0	0	0	0	0	0	293728812	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
