Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	120686400000	21970800000	13457200000	22154403756	0	0	0	0	0	0	0	0	0	0	0	0	0	16550004965	11423311	7626922	0	51889253846	22043031080	114284153	0	2282982	0	0	0	6578523259	57133627	23921839328	114232808	17330386632	98917332999	133054886734	10627623892	0	0	0	0	0	0	106025165446	gaussian	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	5722200000	1723800000	996200000	1668398409	0	0	0	0	0	0	0	0	0	0	0	0	0	1100000330	0	0	0	2547970265	1644616043	0	0	0	0	0	367979122	537109017	0	1409184278	0	313502432	6696201230	7998771942	83810655	0	0	0	0	0	0	7123035054	gaussian	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2254200000	1125400000	714000000	1095816816	0	0	0	0	0	0	0	0	0	0	0	0	0	6630001989	15219700	0	0	315808775	918506197	182636136	380518	760994	0	0	147634776	285369375	15219700	2891735400	722933850	294508548	2054656530	6582502950	0	0	0	0	0	0	0	2031827013	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	1057400000	853400000	380800000	639380115	0	0	0	0	0	0	0	0	0	0	0	0	0	2290000687	49472561	49472561	30439400	243557880	685935691	205533937	2665332	4569378	0	190325	157995438	1237172537	0	2284058654	1522563506	283264288	1591446469	6128815322	0	0	0	0	0	0	0	958976282	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	727600000	350200000	0	296783721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285369375	349291089	22829517	0	0	0	0	176552928	357662950	7609850	418540650	0	323046198	715324866	2016604950	0	0	0	0	0	0	0	1301282469	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop@0x4df0 in func@0x4db0]	598400000	221000000	0	213075492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129367450	206987312	7609839	0	0	0	0	62782830	87513275	15219700	38049150	0	135458712	555518247	1331720250	0	0	0	0	0	0	0	791423256	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop at line 390 in do_lookup_x]	414800000	173400000	142800000	228295170	0	0	0	0	0	0	0	0	0	0	0	0	0	1250000375	15219700	3804925	3804925	106537900	245797433	30439356	0	43376658	0	0	25493634	102732975	0	494638950	76098300	158669334	410931306	1065376200	0	0	0	0	0	0	0	525078891	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	374000000	51000000	54400000	98962049	0	0	0	0	0	0	0	0	0	0	0	0	0	30000009	0	0	3813461	236101678	77678286	0	0	0	0	0	25135336	0	0	38049150	0	28569248	205721718	457101948	0	0	0	0	0	0	0	220992609	gaussian	[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c30
[Loop@0x264e0 in func@0x26460]	370600000	71400000	34000000	83708229	0	0	0	0	0	0	0	0	0	0	0	0	0	390000117	0	0	0	163611775	77620242	0	0	5326958	0	0	23591124	26634475	0	0	0	138883230	327223077	418540650	0	0	0	0	0	0	0	380491950	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x4d3e0 in func@0x4d370]	363800000	180200000	105400000	182636136	0	0	0	0	0	0	0	0	0	0	0	0	0	990000297	0	0	0	87513275	258734140	30439356	0	0	0	0	68870862	60878800	0	380491500	38049150	130131684	418541145	989277900	0	0	0	0	0	0	0	464200179	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
