Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	283400200000	52856400000	15079000000	52673261959	0	0	0	0	0	0	0	0	0	0	0	0	0	94150028245	3840801	3815478	0	124791155927	52587007208	173857671	381573	2279101	0	0	0	13536105372	64539508	58452314173	416216195	53797411475	230398757456	309123817944	23849329661	0	0	0	0	0	0	250079780940	mean	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	8938600000	2233800000	724200000	2246402795	0	0	0	0	0	0	0	0	0	0	0	0	0	3730001119	0	0	0	2988004049	2076617925	0	376467	0	0	0	559093878	982905859	0	2423497966	0	599924526	10291185494	12695163001	1054053993	0	0	0	0	0	0	10713431097	mean	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2257600000	1135600000	731000000	1113830695	0	0	0	0	0	0	0	0	0	0	0	0	0	6820002046	3840801	0	0	288060075	1149164368	222766139	384105	768169	0	0	146338290	276537672	15363204	2765369592	768158220	298053840	2058666388	6990239802	0	0	0	0	0	0	0	2020258433	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	1292000000	1210400000	527000000	1155941166	0	0	0	0	0	0	0	0	0	0	0	0	0	3730001119	129302663	125626010	79753731	301092533	1011198253	312427563	3053639	4560400	375126	187602	164890526	1960854788	0	2482141003	1684301728	212801206	2061923215	7963346237	0	0	0	0	0	0	0	1245977814	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	578000000	425000000	221000000	368716368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265015269	352584522	23044773	384105	0	0	0	150563280	449373717	19204005	345671199	0	261565290	576119325	2227658838	0	0	0	0	0	0	0	1198328196	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop@0x4df0 in func@0x4db0]	455600000	142800000	132600000	168995002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96020025	195880290	23044773	0	0	0	0	42249900	119064831	7681602	38407911	0	107545200	530029779	1152237330	0	0	0	0	0	0	0	576119325	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop at line 390 in do_lookup_x]	431800000	200600000	132600000	184177567	0	0	0	0	0	0	0	0	0	0	0	0	0	1270000381	11522403	3840801	7681602	111383229	221997662	15363182	0	42249295	0	0	25349940	115224030	0	422487021	38407911	160933710	399442732	1075421508	0	0	0	0	0	0	0	537711370	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	391000000	57800000	37400000	61452728	0	0	0	0	0	0	0	0	0	0	0	0	0	480000144	0	0	0	115224030	26117372	0	0	6145352	0	0	23813580	30726408	0	0	0	140576940	391761141	384079110	0	0	0	0	0	0	0	399442732	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x3b600 in func@0x39a20]	346800000	51000000	68000000	53771137	0	0	0	0	0	0	0	0	0	0	0	0	0	480000144	0	0	0	96020025	91410802	0	0	0	0	0	22661310	15363204	0	38407911	0	67599840	276537276	576118665	0	0	0	0	0	0	0	314945231	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop@0x4d3e0 in func@0x4d370]	329800000	105400000	108800000	161313411	0	0	0	0	0	0	0	0	0	0	0	0	0	930000279	0	0	0	115224030	117528174	23044773	0	0	0	0	72208920	53771214	0	729750309	38407911	137120130	476258642	1037013597	0	0	0	0	0	0	0	553074552	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
