Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	678065400000	136272000000	53271200000	136600017882	259558968	125671091	124995603	335742356	0	350199241	0	2729956569	0	19472817510	10019133503	186121870	67941335652	237680071304	34189898	11395486	0	272051270267	114864556085	417965479	1139815	29638113	0	0	380182	31968677593	125385846	129326004680	949203487	131747361703	495227607361	667510015921	51974552919	0	0	0	0	0	0	545996132755	mean	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	12841800000	4464200000	2057000000	4524674381	0	0	0	1117478	0	559417	0	1843552	0	370713050	0	18927318	3797178204	5960001788	0	0	0	3708513690	2945043585	0	1519365	0	0	0	700239451	987783081	0	3649021198	76032728	1066783461	12393566823	17360865535	1307075164	0	0	0	0	0	0	13876572974	mean	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2264400000	1088000000	703800000	995467952	0	0	0	0	0	0	0	0	0	0	0	0	0	6710002013	7599002	0	0	269764571	1136807496	182375808	379975	759909	0	0	145904640	277363573	15198004	3267562690	759898300	302068200	2089722800	6877079615	0	0	0	0	0	0	0	1975737920	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	1955000000	2012800000	829600000	1538301395	16776662	5591279	22362862	21802799	0	17332887	7716875	1667149	490507	471650807	1133335	460788460	207189320	4260001278	94967240	64593917	18997505	326730207	1304794881	212796566	3415587	15201928	0	190054	322948331	3248313725	15204865	4029199861	1938285600	289525180	3556661649	12306495454	0	0	0	0	0	0	0	1702023308	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop at line 390 in do_lookup_x]	445400000	183600000	142800000	220370768	0	0	0	0	0	0	0	150858	0	0	0	0	0	1190000357	15198004	7599002	3799501	94987525	167937471	37994960	0	44074722	0	0	25457320	94987525	0	493933895	75989830	156543520	387548592	1253832195	0	0	0	0	0	0	0	562325408	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0xb870 in deflate]	397800000	272000000	0	189974800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208972555	155019204	37994960	379975	0	0	0	96889800	357153094	7599002	113984745	0	174401640	372350608	1899745750	0	0	0	0	0	0	0	843488112	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop@0x264e0 in func@0x26460]	377400000	61200000	47600000	37994960	0	0	0	0	0	0	0	0	0	0	0	0	0	440000132	0	0	0	148180539	64591335	0	0	5319363	0	0	24697400	22797006	0	0	0	150084200	379949600	417944065	0	0	0	0	0	0	0	341954640	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x3b600 in func@0x39a20]	360400000	68000000	68000000	60791936	0	0	0	0	0	0	0	0	0	0	0	0	0	420000126	0	0	0	53193014	25836534	0	0	0	0	0	24697400	15198004	0	37994915	0	75992000	311558672	493933895	0	0	0	0	0	0	0	273563712	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop@0x4d3e0 in func@0x4d370]	360400000	156400000	102000000	235568752	0	0	0	0	0	0	0	0	0	0	0	0	0	990000297	0	0	0	106386028	64591335	30395968	0	0	0	0	72572360	60792016	0	455938980	37994915	138305440	478736496	949872875	0	0	0	0	0	0	0	478736496	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
[Loop@0x4df0 in func@0x4db0]	323000000	125800000	0	136781856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75990020	116264403	0	0	0	0	0	25837280	60792016	7599002	0	0	72572360	243167744	607918640	0	0	0	0	0	0	0	433142544	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
