Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	100585600000	19696200000	9911000000	19675518439	0	0	2774842	9252914	0	9246582	0	264135929	0	3843379930	349630104	44014348	14766647303	86400025920	3582148	0	0	36866627855	15574895264	83507693	0	0	0	0	332806	4736762223	18942451	16384571318	0	27418033787	68877575889	93751565212	7378547336	0	0	0	0	0	0	74296120307	mean	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	4824600000	1275000000	557600000	1312956287	0	0	0	2207236	0	2213568	0	10935404	0	302712108	30301663	0	573486291	5480001644	0	0	0	1543590842	1193450524	7447619	0	0	0	0	250438620	398206172	0	982496057	0	481890301	4365324778	6112733441	82839760	0	0	0	0	0	0	5037869379	mean	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2281400000	1108400000	312800000	1082744888	0	0	0	0	0	0	0	0	0	0	0	0	0	6600001980	3812488	0	0	274499136	933294240	175374172	381274	762506	0	0	153266118	278311624	15249952	3202481352	571871670	307676013	2142614884	7053083930	0	0	0	0	0	0	0	1990115604	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	1057400000	761600000	187000000	710376455	5518027	0	0	3476701	0	1081433	1613624	292210	163028	72735784	3908177	81922201	60436469	3860001158	55249252	89077127	58092706	212299571	683728291	148303155	381274	3812530	332865	166467	143314960	1105482894	0	2093808848	1486285920	225324070	1482722712	4442609971	0	0	0	0	0	0	0	910534755	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	663000000	289000000	0	320248488	0	0	0	0	0	0	0	0	0	0	0	0	0	1540000462	0	0	0	213499328	362947760	38124820	381274	0	0	0	132296873	362186360	19062440	266873446	0	237524357	419373020	1868114122	0	0	0	0	0	0	0	884495824	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop at line 390 in do_lookup_x]	435200000	200600000	132600000	228748920	0	0	0	0	0	0	0	233785	0	0	0	0	0	1280000384	41937368	0	3812488	102937176	246285980	22874892	0	41175324	0	0	20587986	102937176	0	266873446	38124778	146784715	373623236	991244228	0	0	0	0	0	0	0	609997120	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x264e0 in func@0x26460]	408000000	61200000	13600000	137249352	0	0	0	0	0	0	0	0	0	0	0	0	0	440000132	0	0	0	141062056	64812100	0	0	4575036	0	0	22494281	15249952	0	0	38124778	144497161	320248488	495622114	0	0	0	0	0	0	0	365998272	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x3b600 in func@0x39a20]	326400000	81600000	17000000	99124532	0	0	0	0	0	0	0	0	0	0	0	0	0	390000117	0	0	0	80062248	116661780	0	0	0	0	0	22113022	19062440	0	76249556	0	71676692	304998560	419372558	0	0	0	0	0	0	0	320248488	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop@0x4d3e0 in func@0x4d370]	326400000	163200000	37400000	91499568	0	0	0	0	0	0	0	0	0	0	0	0	0	1060000318	0	0	0	102937176	246285980	45749784	0	0	0	0	69389138	68624784	0	304998224	0	140303312	465122804	1105618562	0	0	0	0	0	0	0	434622948	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
[Loop@0x4df0 in func@0x4db0]	306000000	166600000	0	182999136	0	0	0	0	0	0	0	0	0	0	0	0	0	830000249	0	0	0	99124688	194436300	15249928	0	0	0	0	34313310	87687224	0	76249556	0	93408455	480372732	991244228	0	0	0	0	0	0	0	533747480	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
