Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:LD_HEAD.ANY_AT_RET	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.L1_MISS_AT_RET	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN.SLOTS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:UOPS_EXECUTED.THREAD	Module	Function (Full)	Source File	Start Address
[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	814045000000	153455600000	56161200000	153751618182	0	0	0	0	0	0	0	0	0	0	0	0	0	244470073341	57285040	11449893	7593625	362954144489	153275769346	464811083	1528507	38098839	0	0	766604	43026456336	183018342	173532429842	1259058929	177572486307	667362019549	899064178088	70159018738	0	0	0	0	0	0	730638518457	mean	[Loop at line 651 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c60
[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	15079000000	3961000000	1434800000	4028575007	0	0	0	0	0	0	0	0	0	0	0	0	0	5830001749	3818978	0	0	5113526115	3915949482	0	382983	0	0	0	933400609	1593950317	0	5147628403	0	1407173461	17287871498	22623147419	1648053266	0	0	0	0	0	0	18824371258	mean	[Loop at line 650 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c40
[Loop@0xa670 in func@0xa520]	2257600000	1162800000	707200000	1177688148	0	0	0	0	0	0	0	0	0	0	0	0	0	6600001980	7549294	0	0	264225290	1155038670	203830641	377490	754938	0	0	141930224	260450643	11323941	2944217094	792673833	289145084	2015658561	6794347140	0	0	0	0	0	0	0	2030757127	libdeflate.so.0	[Loop@0xa670 in func@0xa520]	[Unknown]	0xa670
[Outside any known module]	2070600000	2148800000	890800000	1710766126	0	0	0	0	0	0	0	60009	180027	3000009	0	6000018	3000009	5110001533	98650297	102350716	49070411	451332809	1576277337	334963276	6091528	13726337	0	0	338652376	4387010997	15226308	4829988412	1818135413	291917469	4262334324	16217103036	7637945	0	0	0	0	0	0	2110988951	[Unknown]	[Outside any known module]	[Unknown]	0x0
[Loop@0xb870 in deflate]	544000000	292400000	217600000	234027773	0	0	0	0	0	0	0	0	0	0	0	0	0	1720000516	0	0	0	211380232	231007734	15098566	754980	0	0	0	126076316	445408346	7549294	150985492	0	231391562	543548376	2076050515	0	0	0	0	0	0	0	853068979	libz.so.1.3	[Loop@0xb870 in deflate]	[Unknown]	0xb870
[Loop at line 390 in do_lookup_x]	445400000	166600000	129200000	203830641	0	0	0	0	0	0	0	0	0	0	0	0	0	1230000369	18873235	0	3774647	101915469	243841497	22647849	0	40766652	0	0	24913284	117014057	0	566195595	75492746	159671502	430309131	943659325	0	0	0	0	0	0	0	566196225	ld-linux-x86-64.so.2	[Loop at line 390 in do_lookup_x]	dl-lookup.c	0xa590
[Loop@0x4df0 in func@0x4db0]	384200000	170000000	98600000	135887094	0	0	0	0	0	0	0	0	0	0	0	0	0	860000258	0	0	0	90591528	89836341	0	0	0	0	0	36237504	56619705	11323941	113239119	0	102295454	415210565	754927460	0	0	0	0	0	0	0	468055546	libz.so.1.3	[Loop@0x4df0 in func@0x4db0]	[Unknown]	0x4df0
[Loop@0x264e0 in func@0x26460]	370600000	74800000	37400000	30197132	0	0	0	0	0	0	0	0	0	0	0	0	0	410000123	0	0	0	162309821	25667526	0	0	4529628	0	0	23403388	22647882	0	0	0	140420328	324619169	377463730	0	0	0	0	0	0	0	407661282	libtiff.so.6.0.1	[Loop@0x264e0 in func@0x26460]	[Unknown]	0x264e0
[Loop@0x4d3e0 in func@0x4d370]	350200000	125800000	125800000	98140679	0	0	0	0	0	0	0	0	0	0	0	0	0	990000297	0	0	0	105690116	141171393	7549283	0	0	0	0	67190372	64168999	0	188731865	0	124943894	452956980	1132391190	0	0	0	0	0	0	0	498252678	libtiff.so.6.0.1	[Loop@0x4d3e0 in func@0x4d370]	[Unknown]	0x4d3e0
[Loop@0x3b600 in func@0x39a20]	323000000	78200000	57800000	67943547	0	0	0	0	0	0	0	0	0	0	0	0	0	540000162	0	0	0	67943646	77002578	0	0	0	0	0	24535810	3774647	0	75492746	0	67567846	317069886	490702849	0	0	0	0	0	0	0	332168452	libopencv_imgcodecs.so.4.6.0	[Loop@0x3b600 in func@0x39a20]	[Unknown]	0x3b600
[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	295800000	44200000	17000000	22858151	0	0	0	0	0	0	0	0	0	0	0	0	0	100000030	0	0	0	186800046	64783371	0	380029	0	0	0	23673654	15197847	0	152582343	0	47282589	213923851	495172949	60979306	0	0	0	0	0	0	259579575	mean	[Loop at line 647 in FilterHandler::applyConvolutionGridDivision._omp_fn.0]	FilterHandler.cpp	0x405c30
[Loop@0x8258 in func@0x7ff0]	180200000	27200000	17000000	45295698	0	0	0	0	0	0	0	0	0	0	0	0	0	260000078	0	0	0	7549294	38501289	0	0	0	0	0	8681902	7549294	0	75492746	0	9059376	188732075	150985492	0	0	0	0	0	0	0	120788528	libz.so.1.3	[Loop@0x8258 in func@0x7ff0]	[Unknown]	0x8258
[Loop@0x8140 in func@0x7ff0]	166600000	34000000	20400000	45295698	0	0	0	0	0	0	0	0	0	0	0	0	0	230000069	0	0	0	3774647	64168815	0	0	0	0	0	10569272	7549294	0	37746373	0	6794532	166084226	226478238	0	0	0	0	0	0	0	75492830	libz.so.1.3	[Loop@0x8140 in func@0x7ff0]	[Unknown]	0x8140
[Loop@0x283e8 in png_write_row]	142800000	30600000	17000000	22647849	0	0	0	0	0	0	0	0	0	0	0	0	0	140000042	0	0	0	15098588	25667526	0	0	0	0	0	32085290	7549294	0	0	0	53978782	98140679	188731865	0	0	0	0	0	0	0	128337811	libpng16.so.16.43.0	[Loop@0x283e8 in png_write_row]	[Unknown]	0x283e8
[Loop@0x36430 in func@0x36390]	95200000	17000000	6800000	15098566	0	0	0	0	0	0	0	0	0	0	0	0	0	80000024	0	0	0	0	12833763	0	0	0	0	0	0	3774647	0	37746373	0	0	45295698	188731865	0	0	0	0	0	0	0	30197132	libtiff.so.6.0.1	[Loop@0x36430 in func@0x36390]	[Unknown]	0x36430
std::vector<std::vector<float, std::allocator<float>>, std::allocator<std::vector<float, std::allocator<float>>>>::operator[]	78200000	6800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000006	0	3774647	0	37746470	12833763	7549283	0	0	0	0	0	0	0	0	0	1509896	30197132	37746373	0	0	0	0	0	0	0	113239245	mean	std::vector<std::vector<float, std::allocator<float>>, std::allocator<std::vector<float, std::allocator<float>>>>::operator[](unsigned long) const	stl_vector.h	0x40815b
func@0x4d370	74800000	17000000	10200000	15098566	0	0	0	0	0	0	0	0	0	0	0	0	0	120000036	0	0	0	60394352	0	7549283	0	0	0	0	0	0	0	188731865	0	36614978	52844981	37746373	0	0	0	0	0	0	0	98140679	libtiff.so.6.0.1	func@0x4d370	[Unknown]	0x4d370
[Loop at line 396 in FilterHandler::saveImage]	71400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	mean	[Loop at line 396 in FilterHandler::saveImage(Tensor<float> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)]	FilterHandler.cpp	0x408140
std::vector<float, std::allocator<float>>::push_back	64600000	3400000	10200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135887094	mean	std::vector<float, std::allocator<float>>::push_back(float const&)	stl_vector.h	0x40276f
